product_id,brand,model,size,price,currency,size_format
13123245,Jordan,"Air Jordan 1 Retro High OG NRG ""Homage 2 Home""",4.5,880.0,EUR,US Men
13123245,Jordan,"Air Jordan 1 Retro High OG NRG ""Homage 2 Home""",5,1000.0,EUR,US Men
13123245,Jordan,"Air Jordan 1 Retro High OG NRG ""Homage 2 Home""",5.5,1156.0,EUR,US Men
13123245,Jordan,"Air Jordan 1 Retro High OG NRG ""Homage 2 Home""",6,1141.0,EUR,US Men
13123245,Jordan,"Air Jordan 1 Retro High OG NRG ""Homage 2 Home""",6.5,1185.0,EUR,US Men
13123245,Jordan,"Air Jordan 1 Retro High OG NRG ""Homage 2 Home""",7,1565.0,EUR,US Men
13123245,Jordan,"Air Jordan 1 Retro High OG NRG ""Homage 2 Home""",7.5,1009.0,EUR,US Men
13123245,Jordan,"Air Jordan 1 Retro High OG NRG ""Homage 2 Home""",8,955.0,EUR,US Men
13123245,Jordan,"Air Jordan 1 Retro High OG NRG ""Homage 2 Home""",9,1141.0,EUR,US Men
13123245,Jordan,"Air Jordan 1 Retro High OG NRG ""Homage 2 Home""",9.5,1331.0,EUR,US Men
13123245,Jordan,"Air Jordan 1 Retro High OG NRG ""Homage 2 Home""",10,1451.0,EUR,US Men
13123245,Jordan,"Air Jordan 1 Retro High OG NRG ""Homage 2 Home""",10.5,1065.0,EUR,US Men
13123245,Jordan,"Air Jordan 1 Retro High OG NRG ""Homage 2 Home""",11,1082.0,EUR,US Men
13123245,Jordan,"Air Jordan 1 Retro High OG NRG ""Homage 2 Home""",12,1369.0,EUR,US Men
13123245,Jordan,"Air Jordan 1 Retro High OG NRG ""Homage 2 Home""",14,1082.0,EUR,US Men
13123245,Jordan,"Air Jordan 1 Retro High OG NRG ""Homage 2 Home""",default,835.0,EUR,US Men
16808086,Versace,La Medusa leather loafers,41,1338.0,EUR,Italy
16808086,Versace,La Medusa leather loafers,45,1338.0,EUR,Italy
16808086,Versace,La Medusa leather loafers,46,1338.0,EUR,Italy
16808086,Versace,La Medusa leather loafers,default,1274.0,EUR,Italy
16368135,Fendi,panelled FF-motif sneakers,default,595.0,EUR,UK
15057467,DUOltd,Bandanna slides,default,842.0,EUR,Italy
17354020,Philipp Plein,Phantom hi-top sneakers,39,1105.0,EUR,Italy
17354020,Philipp Plein,Phantom hi-top sneakers,40,1105.0,EUR,Italy
17354020,Philipp Plein,Phantom hi-top sneakers,41,1105.0,EUR,Italy
17354020,Philipp Plein,Phantom hi-top sneakers,42,1105.0,EUR,Italy
17354020,Philipp Plein,Phantom hi-top sneakers,43,1105.0,EUR,Italy
17354020,Philipp Plein,Phantom hi-top sneakers,45,1105.0,EUR,Italy
17354020,Philipp Plein,Phantom hi-top sneakers,46,1105.0,EUR,Italy
17354020,Philipp Plein,Phantom hi-top sneakers,47,1105.0,EUR,Italy
17354020,Philipp Plein,Phantom hi-top sneakers,default,818.0,EUR,Italy
17620606,Gucci,Web-Stripe trim lace-up sneakers,default,818.0,EUR,Size
15280747,Off-White,Off Court sneakers,default,817.0,EUR,Italy
14105736,Nike,Lebron XI Premium sneakers,default,774.0,EUR,US Men
17537648,Burberry,Arthur patent leather-panel sneakers,default,816.0,EUR,Europe
16345840,Jil Sander,leather derby shoes,44,898.0,EUR,Italy
16345840,Jil Sander,leather derby shoes,default,834.0,EUR,Italy
16268469,Maison Margiela,Tabi-toe Oxford shoes,40,920.0,EUR,Italy
16268469,Maison Margiela,Tabi-toe Oxford shoes,41,920.0,EUR,Italy
16268469,Maison Margiela,Tabi-toe Oxford shoes,43,920.0,EUR,Italy
16268469,Maison Margiela,Tabi-toe Oxford shoes,44,920.0,EUR,Italy
16268469,Maison Margiela,Tabi-toe Oxford shoes,default,816.0,EUR,Italy
18119292,Salvatore Ferragamo,slip-on leather loafers,default,815.0,EUR,US
17786218,Maison Margiela,square-toe frayed boots,default,820.0,EUR,Italy
14915933,Valentino Garavani,Rockstud Open sneakers,default,815.0,EUR,Italy
14243963,Jordan,Air Jordan 9 Retro “Motorboat Jones” sneakers,default,850.0,EUR,US Men
17752349,adidas,x Happy Gilmore x Extra Butter UltraBoost 1.0 sneakers,default,833.0,EUR,UK
16428742,visvim,Skagway high-top trainers,default,813.0,EUR,US
16018363,Alexander McQueen,Tread Derby shoes ,default,813.0,EUR,Italy
17647596,Burberry,topstitched leather sneakers,default,590.0,EUR,Europe
17172690,Tod's,grained leather penny loafers,default,827.0,EUR,UK
16723922,Valentino Garavani,logo-debossed espadrilles,default,826.0,EUR,Italy
16649014,Church's,Boland Plus 2 sneakers,default,590.0,EUR,UK
16547488,Church's,Cornwood leather boots,default,590.0,EUR,UK
16547357,Church's,Boland Plus 2 low-top sneakers,default,590.0,EUR,UK
16232098,Golden Goose,Yeah low-top sneakers ,default,827.0,EUR,Italy
16231739,Golden Goose,Yeah low-top sneakers,default,827.0,EUR,Italy
16097964,Bottega Veneta,cut-out detail open-toe sandals,default,590.0,EUR,Italy
15945960,A BATHING APE®,Bape Sta low-top sneakers,default,827.0,EUR,A Bathing Ape US
15911113,Church's,CH873 panelled low-top sneakers,default,590.0,EUR,UK
15819266,Nike,x Civilist SB Dunk Low sneakers,5,895.0,EUR,US Men
15819266,Nike,x Civilist SB Dunk Low sneakers,8,933.0,EUR,US Men
15819266,Nike,x Civilist SB Dunk Low sneakers,9,1104.0,EUR,US Men
15819266,Nike,x Civilist SB Dunk Low sneakers,9.5,1255.0,EUR,US Men
15819266,Nike,x Civilist SB Dunk Low sneakers,10,1511.0,EUR,US Men
15819266,Nike,x Civilist SB Dunk Low sneakers,10.5,2064.0,EUR,US Men
15819266,Nike,x Civilist SB Dunk Low sneakers,11,3890.0,EUR,US Men
15819266,Nike,x Civilist SB Dunk Low sneakers,13,1800.0,EUR,US Men
15819266,Nike,x Civilist SB Dunk Low sneakers,default,827.0,EUR,US Men
15178114,R.M.Williams,Chinchilla Chelsea boots,default,590.0,EUR,US
15178113,R.M.Williams,Chinchilla Chelsea boots,default,590.0,EUR,US
14974387,Church's,Boland low-top sneakers,default,590.0,EUR,UK
14974381,Church's,Boland low-top sneakers,default,590.0,EUR,UK
14965742,Church's,panelled sneakers,default,590.0,EUR,UK
14597284,Fendi,FF detailed loafers,default,590.0,EUR,UK
14553562,adidas YEEZY,"Yeezy Boost 700 V2 ""Hospital Blue"" sneakers",6,1097.0,EUR,UK
14553562,adidas YEEZY,"Yeezy Boost 700 V2 ""Hospital Blue"" sneakers",9.5,1261.0,EUR,UK
14553562,adidas YEEZY,"Yeezy Boost 700 V2 ""Hospital Blue"" sneakers",10.5,857.0,EUR,UK
14553562,adidas YEEZY,"Yeezy Boost 700 V2 ""Hospital Blue"" sneakers",12,1164.0,EUR,UK
14553562,adidas YEEZY,"Yeezy Boost 700 V2 ""Hospital Blue"" sneakers",12.5,1009.0,EUR,UK
14553562,adidas YEEZY,"Yeezy Boost 700 V2 ""Hospital Blue"" sneakers",default,820.0,EUR,UK
14533902,Jordan,Air Jordan 22 OG sneakers,default,827.0,EUR,US Men
14527177,Marni,platform sneakers,default,590.0,EUR,Italy
14304031,Nike,SB Dunk Low Pro sneakers,default,1413.0,EUR,US Men
13159007,Jordan,Air Jordan 4 Retro Laser 30th anniversary,9.5,895.0,EUR,US Men
13159007,Jordan,Air Jordan 4 Retro Laser 30th anniversary,default,827.0,EUR,US Men
13157758,Jordan,Air Jordan 4 Retro motorsport,8.5,979.0,EUR,US Men
13157758,Jordan,Air Jordan 4 Retro motorsport,default,939.0,EUR,US Men
12268318,Valentino Garavani,Rockrunner sneakers,default,590.0,EUR,Italy
17658158,Zegna,suede penny loafers,9.5,824.0,EUR,UK
17658158,Zegna,suede penny loafers,10,824.0,EUR,UK
17658158,Zegna,suede penny loafers,default,811.0,EUR,UK
17656766,Zegna,suede penny loafers,default,824.0,EUR,UK
17656765,Zegna,suede penny loafers,default,811.0,EUR,UK
16878243,Zegna,low-heel penny loafers,default,811.0,EUR,UK
16461665,Valentino Garavani,Camouflage Rockrunner sneakers,default,829.0,EUR,Italy
16458247,Bally,Myles hi-top sneakers ,default,825.0,EUR,UK
16130727,Zegna,suede penny loafers,8,824.0,EUR,UK
16130727,Zegna,suede penny loafers,8.5,824.0,EUR,UK
16130727,Zegna,suede penny loafers,default,811.0,EUR,UK
16130721,Zegna,suede penny loafers,default,811.0,EUR,UK
16130715,Zegna,suede penny loafers,default,824.0,EUR,UK
16128867,Zegna,suede penny loafers,10,824.0,EUR,UK
16128867,Zegna,suede penny loafers,default,811.0,EUR,UK
16128863,Zegna,suede penny loafers,5,811.0,EUR,UK
16128863,Zegna,suede penny loafers,6.5,811.0,EUR,UK
16128863,Zegna,suede penny loafers,default,824.0,EUR,UK
18212513,Prada,low-top Collision Cross sneakers,default,810.0,EUR,UK
16961319,New Balance,2002R lace-up sneakers,default,829.0,EUR,US
16068507,Prada,lace-up chukka boots,default,810.0,EUR,UK
15932353,Nike X Off-White,Air Dunk University Blue sneakers,4.5,1202.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,5,1235.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,5.5,1534.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,6.5,1106.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,7,1235.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,7.5,1096.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,8,849.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,8.5,907.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,9,849.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,9.5,841.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,10,898.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,10.5,907.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,11,1235.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,11.5,1332.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,12,965.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,13,1063.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,default,808.0,EUR,US Men
15773778,Prada,Prax 01 low-top sneakers,default,810.0,EUR,UK
14856304,Prada,pointed toe Derby shoes,default,810.0,EUR,UK
13464070,Philipp Plein,knitted detail sneakers,default,810.0,EUR,Italy
17973233,LANVIN,Curb mid-top sneakers,default,808.0,EUR,FRANCE
17966826,LANVIN,Curb leather trainers,39,850.0,EUR,FRANCE
17966826,LANVIN,Curb leather trainers,42,820.0,EUR,FRANCE
17966826,LANVIN,Curb leather trainers,44,820.0,EUR,FRANCE
17966826,LANVIN,Curb leather trainers,default,808.0,EUR,FRANCE
17047612,Fear Of God,two-tone suede high-top trainers,41,808.0,EUR,Italy
17047612,Fear Of God,two-tone suede high-top trainers,42,1209.0,EUR,Italy
17047612,Fear Of God,two-tone suede high-top trainers,43,1223.0,EUR,Italy
17047612,Fear Of God,two-tone suede high-top trainers,44,1209.0,EUR,Italy
17047612,Fear Of God,two-tone suede high-top trainers,46,1223.0,EUR,Italy
17047612,Fear Of God,two-tone suede high-top trainers,47,1223.0,EUR,Italy
17047612,Fear Of God,two-tone suede high-top trainers,default,768.0,EUR,Italy
16442416,Alexander McQueen,Oversize leather sneakers,default,863.0,EUR,Italy
16277232,Bally,criss-crossed leather slides,40,822.0,EUR,Italy
16277232,Bally,criss-crossed leather slides,41,822.0,EUR,Italy
16277232,Bally,criss-crossed leather slides,42,822.0,EUR,Italy
16277232,Bally,criss-crossed leather slides,42.5,822.0,EUR,Italy
16277232,Bally,criss-crossed leather slides,43,822.0,EUR,Italy
16277232,Bally,criss-crossed leather slides,43.5,822.0,EUR,Italy
16277232,Bally,criss-crossed leather slides,44,822.0,EUR,Italy
16277232,Bally,criss-crossed leather slides,45,822.0,EUR,Italy
16277232,Bally,criss-crossed leather slides,46,822.0,EUR,Italy
16277232,Bally,criss-crossed leather slides,47,822.0,EUR,Italy
16277232,Bally,criss-crossed leather slides,default,470.0,EUR,Italy
15238214,Tod's,No_Code X low-top sneakers,10.5,808.0,EUR,UK
15238214,Tod's,No_Code X low-top sneakers,default,440.0,EUR,UK
13041434,Valentino Garavani,VLOGO high-top sneakers ,default,827.0,EUR,Italy
17867141,Nike,x Alyx Air Force 1 High sneakers,default,879.0,EUR,US Men
15471374,Jordan,Air Jordan 4 Retro sneakers,8.5,1089.0,EUR,US Men
15471374,Jordan,Air Jordan 4 Retro sneakers,9,1127.0,EUR,US Men
15471374,Jordan,Air Jordan 4 Retro sneakers,10,1097.0,EUR,US Men
15471374,Jordan,Air Jordan 4 Retro sneakers,10.5,1255.0,EUR,US Men
15471374,Jordan,Air Jordan 4 Retro sneakers,11.5,1255.0,EUR,US Men
15471374,Jordan,Air Jordan 4 Retro sneakers,default,804.0,EUR,US Men
18239848,visvim,Logan Deck distressed trainers,default,806.0,EUR,US
18128575,Martine Rose,square-toe leather loafers,default,806.0,EUR,Italy
18065630,visvim,Skagway-low-top distressed trainers,8,930.0,EUR,US
18065630,visvim,Skagway-low-top distressed trainers,8.5,1723.0,EUR,US
18065630,visvim,Skagway-low-top distressed trainers,9,930.0,EUR,US
18065630,visvim,Skagway-low-top distressed trainers,10.5,1723.0,EUR,US
18065630,visvim,Skagway-low-top distressed trainers,11,930.0,EUR,US
18065630,visvim,Skagway-low-top distressed trainers,12,1723.0,EUR,US
18065630,visvim,Skagway-low-top distressed trainers,default,806.0,EUR,US
17723399,Givenchy,low-top lace-up sneakers,default,826.0,EUR,Italy
15686062,Jil Sander,leather ankle boots,42,895.0,EUR,Italy
15686062,Jil Sander,leather ankle boots,default,806.0,EUR,Italy
15673199,Salvatore Ferragamo,Resort low-top sneakers,10,1090.0,EUR,US
15673199,Salvatore Ferragamo,Resort low-top sneakers,10.5,1090.0,EUR,US
15673199,Salvatore Ferragamo,Resort low-top sneakers,default,824.0,EUR,US
14187556,Nike,Dunk High Premium SB sneakers,11.5,1292.0,EUR,US Men
14187556,Nike,Dunk High Premium SB sneakers,default,849.0,EUR,US Men
18190585,Rick Owens DRKSHDW,Ramones high-top lace-up sneakers,default,827.0,EUR,Italy
18189760,Rick Owens DRKSHDW,Ramones high-top sneakers,default,827.0,EUR,Italy
17932703,Rick Owens,Fogachine high-top sneakers,default,805.0,EUR,Italy
17876085,Rick Owens,Fogachine high-top sneakers,default,805.0,EUR,Italy
17821786,Rick Owens,Geobasket high-top sneakers,default,805.0,EUR,Italy
17737688,Rick Owens,Fogachine high-top sneakers,41.5,1598.0,EUR,Italy
17737688,Rick Owens,Fogachine high-top sneakers,42.5,1598.0,EUR,Italy
17737688,Rick Owens,Fogachine high-top sneakers,43,1330.0,EUR,Italy
17737688,Rick Owens,Fogachine high-top sneakers,43.5,1598.0,EUR,Italy
17737688,Rick Owens,Fogachine high-top sneakers,44,1598.0,EUR,Italy
17737688,Rick Owens,Fogachine high-top sneakers,44.5,1598.0,EUR,Italy
17737688,Rick Owens,Fogachine high-top sneakers,46,1335.0,EUR,Italy
17737688,Rick Owens,Fogachine high-top sneakers,default,805.0,EUR,Italy
17708118,Rick Owens,Geobasket leather high-top sneakers,default,805.0,EUR,Italy
17707381,Rick Owens,lace-up sneakers,default,805.0,EUR,Italy
17637434,11 By Boris Bidjan Saberi,Bamba 5 low-top sneakers,7.5,822.0,EUR,UK
17637434,11 By Boris Bidjan Saberi,Bamba 5 low-top sneakers,8,822.0,EUR,UK
17637434,11 By Boris Bidjan Saberi,Bamba 5 low-top sneakers,9,822.0,EUR,UK
17637434,11 By Boris Bidjan Saberi,Bamba 5 low-top sneakers,9.5,822.0,EUR,UK
17637434,11 By Boris Bidjan Saberi,Bamba 5 low-top sneakers,10,822.0,EUR,UK
17637434,11 By Boris Bidjan Saberi,Bamba 5 low-top sneakers,10.5,822.0,EUR,UK
17637434,11 By Boris Bidjan Saberi,Bamba 5 low-top sneakers,11.5,822.0,EUR,UK
17637434,11 By Boris Bidjan Saberi,Bamba 5 low-top sneakers,12.5,1826.0,EUR,UK
17637434,11 By Boris Bidjan Saberi,Bamba 5 low-top sneakers,default,850.0,EUR,UK
17536447,Rick Owens,Geobasket high-top sneakers,41.5,1598.0,EUR,Italy
17536447,Rick Owens,Geobasket high-top sneakers,43.5,1598.0,EUR,Italy
17536447,Rick Owens,Geobasket high-top sneakers,44,1598.0,EUR,Italy
17536447,Rick Owens,Geobasket high-top sneakers,default,805.0,EUR,Italy
17536445,Rick Owens,Geobasket high-top sneakers,43,1447.0,EUR,Italy
17536445,Rick Owens,Geobasket high-top sneakers,default,805.0,EUR,Italy
16704476,Y-3,Ultraboost 21 sneakers,default,827.0,EUR,UK
16614827,Philipp Plein,Phantom Kick$ low top sneakers,default,805.0,EUR,Italy
16614826,Philipp Plein,Phantom Kick$ low top sneakers,default,805.0,EUR,Italy
16614825,Philipp Plein,Phantom Kick$ low top sneakers,default,805.0,EUR,Italy
14553562,adidas YEEZY,"Yeezy Boost 700 V2 ""Hospital Blue"" sneakers",6,1097.0,EUR,UK
14553562,adidas YEEZY,"Yeezy Boost 700 V2 ""Hospital Blue"" sneakers",9.5,1261.0,EUR,UK
14553562,adidas YEEZY,"Yeezy Boost 700 V2 ""Hospital Blue"" sneakers",10.5,857.0,EUR,UK
14553562,adidas YEEZY,"Yeezy Boost 700 V2 ""Hospital Blue"" sneakers",12,1164.0,EUR,UK
14553562,adidas YEEZY,"Yeezy Boost 700 V2 ""Hospital Blue"" sneakers",12.5,1009.0,EUR,UK
14553562,adidas YEEZY,"Yeezy Boost 700 V2 ""Hospital Blue"" sneakers",default,820.0,EUR,UK
14533902,Jordan,Air Jordan 22 OG sneakers,default,827.0,EUR,US Men
14527177,Marni,platform sneakers,default,590.0,EUR,Italy
14304031,Nike,SB Dunk Low Pro sneakers,default,1413.0,EUR,US Men
13159007,Jordan,Air Jordan 4 Retro Laser 30th anniversary,9.5,895.0,EUR,US Men
13159007,Jordan,Air Jordan 4 Retro Laser 30th anniversary,default,827.0,EUR,US Men
13157758,Jordan,Air Jordan 4 Retro motorsport,8.5,979.0,EUR,US Men
13157758,Jordan,Air Jordan 4 Retro motorsport,default,939.0,EUR,US Men
12268318,Valentino Garavani,Rockrunner sneakers,default,590.0,EUR,Italy
17658158,Zegna,suede penny loafers,9.5,824.0,EUR,UK
17658158,Zegna,suede penny loafers,10,824.0,EUR,UK
17658158,Zegna,suede penny loafers,default,811.0,EUR,UK
17656766,Zegna,suede penny loafers,default,824.0,EUR,UK
17656765,Zegna,suede penny loafers,default,811.0,EUR,UK
16878243,Zegna,low-heel penny loafers,default,811.0,EUR,UK
16461665,Valentino Garavani,Camouflage Rockrunner sneakers,default,829.0,EUR,Italy
16458247,Bally,Myles hi-top sneakers ,default,825.0,EUR,UK
16130727,Zegna,suede penny loafers,8,824.0,EUR,UK
16130727,Zegna,suede penny loafers,8.5,824.0,EUR,UK
16130727,Zegna,suede penny loafers,default,811.0,EUR,UK
16130721,Zegna,suede penny loafers,default,811.0,EUR,UK
16130715,Zegna,suede penny loafers,default,824.0,EUR,UK
16128867,Zegna,suede penny loafers,10,824.0,EUR,UK
16128867,Zegna,suede penny loafers,default,811.0,EUR,UK
16128863,Zegna,suede penny loafers,5,811.0,EUR,UK
16128863,Zegna,suede penny loafers,6.5,811.0,EUR,UK
16128863,Zegna,suede penny loafers,default,824.0,EUR,UK
18212513,Prada,low-top Collision Cross sneakers,default,810.0,EUR,UK
16961319,New Balance,2002R lace-up sneakers,default,829.0,EUR,US
16068507,Prada,lace-up chukka boots,default,810.0,EUR,UK
15932353,Nike X Off-White,Air Dunk University Blue sneakers,4.5,1202.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,5,1235.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,5.5,1534.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,6.5,1106.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,7,1235.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,7.5,1096.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,8,849.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,8.5,907.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,9,849.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,9.5,841.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,10,898.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,10.5,907.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,11,1235.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,11.5,1332.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,12,965.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,13,1063.0,EUR,US Men
15932353,Nike X Off-White,Air Dunk University Blue sneakers,default,808.0,EUR,US Men
15773778,Prada,Prax 01 low-top sneakers,default,810.0,EUR,UK
14856304,Prada,pointed toe Derby shoes,default,810.0,EUR,UK
13464070,Philipp Plein,knitted detail sneakers,default,810.0,EUR,Italy
17973233,LANVIN,Curb mid-top sneakers,default,808.0,EUR,FRANCE
17966826,LANVIN,Curb leather trainers,39,850.0,EUR,FRANCE
17966826,LANVIN,Curb leather trainers,42,820.0,EUR,FRANCE
17966826,LANVIN,Curb leather trainers,44,820.0,EUR,FRANCE
17966826,LANVIN,Curb leather trainers,default,808.0,EUR,FRANCE
17047612,Fear Of God,two-tone suede high-top trainers,41,808.0,EUR,Italy
17047612,Fear Of God,two-tone suede high-top trainers,42,1209.0,EUR,Italy
17047612,Fear Of God,two-tone suede high-top trainers,43,1223.0,EUR,Italy
17047612,Fear Of God,two-tone suede high-top trainers,44,1209.0,EUR,Italy
17047612,Fear Of God,two-tone suede high-top trainers,46,1223.0,EUR,Italy
17047612,Fear Of God,two-tone suede high-top trainers,47,1223.0,EUR,Italy
17047612,Fear Of God,two-tone suede high-top trainers,default,768.0,EUR,Italy
16442416,Alexander McQueen,Oversize leather sneakers,default,863.0,EUR,Italy
16277232,Bally,criss-crossed leather slides,40,822.0,EUR,Italy
16277232,Bally,criss-crossed leather slides,41,822.0,EUR,Italy
16277232,Bally,criss-crossed leather slides,42,822.0,EUR,Italy
16277232,Bally,criss-crossed leather slides,42.5,822.0,EUR,Italy
16277232,Bally,criss-crossed leather slides,43,822.0,EUR,Italy
16277232,Bally,criss-crossed leather slides,43.5,822.0,EUR,Italy
16277232,Bally,criss-crossed leather slides,44,822.0,EUR,Italy
16277232,Bally,criss-crossed leather slides,45,822.0,EUR,Italy
16277232,Bally,criss-crossed leather slides,46,822.0,EUR,Italy
16277232,Bally,criss-crossed leather slides,47,822.0,EUR,Italy
16277232,Bally,criss-crossed leather slides,default,470.0,EUR,Italy
15238214,Tod's,No_Code X low-top sneakers,10.5,808.0,EUR,UK
15238214,Tod's,No_Code X low-top sneakers,default,440.0,EUR,UK
13041434,Valentino Garavani,VLOGO high-top sneakers ,default,827.0,EUR,Italy
17867141,Nike,x Alyx Air Force 1 High sneakers,default,879.0,EUR,US Men
15471374,Jordan,Air Jordan 4 Retro sneakers,8.5,1089.0,EUR,US Men
15471374,Jordan,Air Jordan 4 Retro sneakers,9,1127.0,EUR,US Men
15471374,Jordan,Air Jordan 4 Retro sneakers,9.5,1331.0,EUR,US Men
15471374,Jordan,Air Jordan 4 Retro sneakers,10,1097.0,EUR,US Men
15471374,Jordan,Air Jordan 4 Retro sneakers,10.5,1255.0,EUR,US Men
15471374,Jordan,Air Jordan 4 Retro sneakers,11.5,1255.0,EUR,US Men
15471374,Jordan,Air Jordan 4 Retro sneakers,default,804.0,EUR,US Men
18239848,visvim,Logan Deck distressed trainers,default,806.0,EUR,US
18128575,Martine Rose,square-toe leather loafers,default,806.0,EUR,Italy
18065630,visvim,Skagway-low-top distressed trainers,8,930.0,EUR,US
18065630,visvim,Skagway-low-top distressed trainers,8.5,1723.0,EUR,US
18065630,visvim,Skagway-low-top distressed trainers,9,930.0,EUR,US
18065630,visvim,Skagway-low-top distressed trainers,10.5,1723.0,EUR,US
18065630,visvim,Skagway-low-top distressed trainers,11,930.0,EUR,US
18065630,visvim,Skagway-low-top distressed trainers,12,1723.0,EUR,US
18065630,visvim,Skagway-low-top distressed trainers,default,806.0,EUR,US
17723399,Givenchy,low-top lace-up sneakers,default,826.0,EUR,Italy
15686062,Jil Sander,leather ankle boots,42,895.0,EUR,Italy
15686062,Jil Sander,leather ankle boots,default,806.0,EUR,Italy
15673199,Salvatore Ferragamo,Resort low-top sneakers,10,1090.0,EUR,US
15673199,Salvatore Ferragamo,Resort low-top sneakers,10.5,1090.0,EUR,US
15673199,Salvatore Ferragamo,Resort low-top sneakers,default,824.0,EUR,US
14187556,Nike,Dunk High Premium SB sneakers,11.5,1292.0,EUR,US Men
14187556,Nike,Dunk High Premium SB sneakers,default,849.0,EUR,US Men
18190585,Rick Owens DRKSHDW,Ramones high-top lace-up sneakers,default,827.0,EUR,Italy
18189760,Rick Owens DRKSHDW,Ramones high-top sneakers,default,827.0,EUR,Italy
17932703,Rick Owens,Fogachine high-top sneakers,default,805.0,EUR,Italy
17876085,Rick Owens,Fogachine high-top sneakers,default,805.0,EUR,Italy
17821786,Rick Owens,Geobasket high-top sneakers,default,805.0,EUR,Italy
17737688,Rick Owens,Fogachine high-top sneakers,41.5,1598.0,EUR,Italy
17737688,Rick Owens,Fogachine high-top sneakers,42.5,1598.0,EUR,Italy
17737688,Rick Owens,Fogachine high-top sneakers,43,1330.0,EUR,Italy
17737688,Rick Owens,Fogachine high-top sneakers,43.5,1598.0,EUR,Italy
17737688,Rick Owens,Fogachine high-top sneakers,44,1598.0,EUR,Italy
17737688,Rick Owens,Fogachine high-top sneakers,44.5,1598.0,EUR,Italy
17737688,Rick Owens,Fogachine high-top sneakers,46,1335.0,EUR,Italy
17737688,Rick Owens,Fogachine high-top sneakers,default,805.0,EUR,Italy
17708118,Rick Owens,Geobasket leather high-top sneakers,default,805.0,EUR,Italy
17707381,Rick Owens,lace-up sneakers,default,805.0,EUR,Italy
17637434,11 By Boris Bidjan Saberi,Bamba 5 low-top sneakers,7.5,822.0,EUR,UK
17637434,11 By Boris Bidjan Saberi,Bamba 5 low-top sneakers,8,822.0,EUR,UK
17637434,11 By Boris Bidjan Saberi,Bamba 5 low-top sneakers,9,822.0,EUR,UK
17637434,11 By Boris Bidjan Saberi,Bamba 5 low-top sneakers,9.5,822.0,EUR,UK
17637434,11 By Boris Bidjan Saberi,Bamba 5 low-top sneakers,10,822.0,EUR,UK
17637434,11 By Boris Bidjan Saberi,Bamba 5 low-top sneakers,10.5,822.0,EUR,UK
17637434,11 By Boris Bidjan Saberi,Bamba 5 low-top sneakers,11.5,822.0,EUR,UK
17637434,11 By Boris Bidjan Saberi,Bamba 5 low-top sneakers,12.5,1826.0,EUR,UK
17637434,11 By Boris Bidjan Saberi,Bamba 5 low-top sneakers,default,850.0,EUR,UK
17536447,Rick Owens,Geobasket high-top sneakers,41.5,1598.0,EUR,Italy
17536447,Rick Owens,Geobasket high-top sneakers,43.5,1598.0,EUR,Italy
17536447,Rick Owens,Geobasket high-top sneakers,44,1598.0,EUR,Italy
17536447,Rick Owens,Geobasket high-top sneakers,default,805.0,EUR,Italy
17536445,Rick Owens,Geobasket high-top sneakers,43,1447.0,EUR,Italy
